Date,Time,Operator,Flight_No,AC_Type,Registration,cn_ln,Ground,Decade,City,Country,US_State,Total_abroad,Passengers_abroad,Crew_abroad,Total_fatalities,Passengers_fatalities,Crew_fatalities,Source,Destination,Total_survivors,Passengers_survivors,Crew_survivors,Survival_rate,Type,Month,Day_of_week,Continent
1989-09-19,14:00:00,Union des Transportes Aeriens,772,McDonnell Douglas DC-10-30,N54629,46852/125,0,1980,Near Bilma,Niger,,171,156,15,171,156,15,N'Djamena,Paris,0,0,0,0.0,Passenger,September,Tuesday,Africa
1989-09-15,,Merpati Nusantara Airlines,?,de Havilland Canada DHC-6 Twin Otter 300,PK-NUE,345,0,1980,Near Bentuni,Indonesia,,22,19,3,22,19,3,Manokwari,Bentuni,0,0,0,0.0,Passenger,September,Friday,Asia
1989-09-08,16:36:00,Partnair,394,Convair CV-580,LN-PAA,056,0,1980,Skagerrak,Denmark,,55,50,5,55,50,5,Oslo,Hamburg,0,0,0,0.0,Passenger,September,Friday,Europe
1989-09-03,19:00:00,Cubana de Aviacion,9646,Ilyushin IL-62M,CU-T1281,3850453,45,1980,Near Havana,Cuba,,126,115,11,126,115,11,Havana,"Köln, Bonn",0,0,0,0.0,Passenger,September,Sunday,North America
1989-08-25,07:45:00,Pakistan International Airlines,?,Fokker F-27 Friendship 200,AP-BBF,10207,0,1980,Near Gilgit,Pakistan,,54,49,5,54,49,5,Gilgit - Islamabad,Chaklala,0,0,0,0.0,Passenger,August,Friday,Asia
1989-08-15,,China Eastern Airlines,?,Antonov AN-24RV,B-3417,37309006,0,1980,"Shanghai,  China ",China,,40,34,6,34,28,6,Shanghai,Hongqiao,6,6,0,15.0,Passenger,August,Tuesday,Asia
1989-08-13,21:25:00,Private,?,Cessna 177RG,N1976Q,177RG-0376,0,1980,Janice,United States of America,Mississippi,2,1,1,2,1,1,"Hattiesburg, MS","Gulfport, MS",0,0,0,0.0,Passenger,August,Sunday,North America
1989-08-08,10:35:00,Aspring Air,?,Britten-Norman BN-2A-26 Trislander,ZK-EVK,0583,0,1980,Near Midford Sound,New Zealand,,10,9,1,10,9,1,Wanaka,Milford Sound,0,0,0,0.0,Passenger,August,Tuesday,Oceania
1989-08-07,12:10:00,RRC Air Service,?,de Havilland DHC-6 Twin Otter 300,ET-AIL,699,0,1980,Near Gambela,Ethiopia,,16,13,3,16,13,3,Addis Ababa,Bole,0,0,0,0.0,Passenger,August,Monday,Africa
1989-08-03,13:43:00,Olympic Aviation,?,Shorts 330-200,SX-BGE,SH-3083,0,1980,Samos,Greece,,34,31,3,34,31,3,Thessaloniki,Samos,0,0,0,0.0,Passenger,August,Thursday,Europe
1989-07-31,22:00:00,Air Freight New Zealand,1,Convair CV-580,ZK-FTB,180,0,1980,Auckland,New Zealand,,3,0,3,3,0,3,Auckland,Christchurch,0,0,0,0.0,Passenger,July,Monday,Oceania
1989-07-27,07:00:00,Korean Airlines,803,McDonnell Douglas DC-10-30,HL-7328,47887/125,4,1980,Tripoli,Libya,,199,181,18,75,72,3,Jeddah,Tripoli,124,109,15,62.311557788944725,Passenger,July,Thursday,Africa
1989-07-26,,Military - Angolan Air Force,?,Antonov AN-26,?,?,0,1980,Near Chana,Angola,,48,44,4,42,,,Luena,Cazombo,6,,,12.5,Military,July,Wednesday,Africa
1989-07-23,,Military - Afghan Republican Air Force,?,Mil Mi-8 / Mil Mi-8,?,?,0,1980,Near Jalalabad,Afghanistan,,30,,,30,,,,?,0,,,0.0,Military,July,Sunday,Asia
1989-07-21,15:23:00,Philippine Air Lines,?,BAC One-Eleven 516FP,RP-C1193,231,8,1980,Manila,Philippines,,98,91,7,1,1,0,Zamboanga,Manila,97,90,7,98.9795918367347,Passenger,July,Friday,Asia
1989-07-19,16:00:00,United Air Lines,232,McDonnell Douglas DC-10-10,N1819U,46618/118,0,1980,Sioux City,United States of America,Iowa,298,287,11,112,111,1,"Denver, CO","Chicago, IL",186,176,10,62.41610738255034,Passenger,July,Wednesday,North America
1989-06-29,00:04:00,Calair,?,Dassault Falcon 20,N125CA,208,0,1980,Cartersville,United States of America,Georgia,2,0,2,2,0,2,"Carterville, GA","Montgomery, AL",0,0,0,0.0,Passenger,June,Thursday,North America
1989-06-28,09:30:00,Somali Airlines,?,Fokker F-27 Friendship 600RF,6O-SAZ,10559,0,1980,Near Borana,Somalia,,30,24,6,30,24,6,Hargeisa,Mogadishu,0,0,0,0.0,Passenger,June,Wednesday,Africa
1989-06-27,,Formosa Airlines,?,Cessna 404 Titan Courier II,B-12206,404-0418,0,1980,Kaohsiung,Taiwan,,13,11,2,12,10,1,Kaohsiung - Chi,mei,1,1,1,7.6923076923076925,Passenger,June,Tuesday,Asia
1989-06-22,17:40:00,Fuerza Aérea del Peru,?,de Havilland Canada DHC-5D Buffalo,FAP-329,329,0,1980,Near Tarma,Peru,,62,57,5,62,57,5,San Ramon,Captain Alvarino,0,0,0,0.0,Passenger,June,Thursday,South America
1989-06-18,13:20:00,Ariana Afghan Airlines,?,Antonov AN-26,YA-BAK,14104,0,1980,Zabol,Iran,,39,35,4,6,6,0,Kabul,Zaranj,33,29,4,84.61538461538461,Passenger,June,Sunday,Asia
1989-06-17,08:28:00,Interflug,?,Ilyushin IL-62MK,DDR-SEW,2850324,1,1980,Berlin,Germany,,113,103,10,20,20,0,Berlin,Moscow,93,83,10,82.30088495575221,Passenger,June,Saturday,Europe
1989-06-11,10:15:00,Aerotaca,?,de Havilland Canada DHC-6 Twin Otter 300,HK-2486,676,0,1980,Vereda el Salitre,Colombia,,22,20,2,6,6,0,El Yopal,Tame,16,14,2,72.72727272727273,Passenger,June,Sunday,South America
1989-06-07,04:27:00,Surinam Airways,764,McDonnell Douglas DC-8 Super 62,N1809E,46107/498,0,1980,Near Paramaribo,Suriname,,187,178,9,176,167,9,Paramaribo,Zanderij,11,11,0,5.88235294117647,Passenger,June,Wednesday,South America
1989-05-09,,Aero Asahi,?,Bell 412,JA9596,33070,0,1980,Near Tainjin,China,,,,,10,,,,?,,,,,Passenger,May,Tuesday,Asia
1989-05-08,09:40:00,Holmstoem Air,?,Beechcraft 99,SE-IZO,U048,0,1980,Oskarshamn,Sweden,,16,14,2,16,14,2,Stockholm,Oskarshamn,0,0,0,0.0,Passenger,May,Monday,Europe
1989-05-05,14:30:00,Aero Cozumel,?,Britten Norman BN-2A Trislander II,XA-JPE,1051,0,1980,Near Cancun,Mexico,,19,17,2,6,6,0,Chichen Itza,Cozumel,13,11,2,68.42105263157895,Passenger,May,Friday,North America
1989-04-26,,Aerosucre Colombia,?,Aérospatiale SE-210 Caravelle,HK-3325X,215,0,1980,Baranquilla,Colombia,,5,2,3,5,2,3,Baranquilla,Bogota,0,0,0,0.0,Passenger,April,Wednesday,South America
1989-04-19,,SATENA,?,Pilatus PC-6 Turbo Porter,FAC-1110,819,0,1980,Near Cucuta,Colombia,,11,10,1,11,10,1,Cucuta,Arauca,0,0,0,0.0,Passenger,April,Wednesday,South America
1989-04-10,21:07:00,Europe Aero Service EAS,602,Fairchild FH-227B,F-GGDM,532,0,1980,Col de Tourniol,France,,22,19,3,22,19,3,Paris,Valence,0,0,0,0.0,Passenger,April,Monday,Europe
1989-03-21,11:55:00,Transbrasil,?,Boeing B-707-349C,PT-TCS,19354/503,18,1980,Guarulhos,Brazil,,3,0,3,3,0,3,Manaus - Sao Paulo,Guarulhos,0,0,0,0.0,Passenger,March,Tuesday,South America
1989-03-20,07:00:00,Military - U.S. Marine Corps,?,Sikorsky CH-53D,157140,?,0,1980,Pohang,South Korea,,34,30,4,19,,,,?,15,,,44.11764705882353,Military,March,Monday,Asia
1989-03-18,02:15:00,Evergreen International Airlines,?,McDonnell Douglas DC-9-33RC,N931F,47192/287,0,1980,Carswell AFB,United States of America,Texas,2,0,2,2,0,2,"Fort Worth, TX","Oklahoma City, OK",0,0,0,0.0,Passenger,March,Saturday,North America
1989-03-15,07:25:00,Mid Pacific Air,?,NAMC YS-11A-300F,N128MP,2139,0,1980,West Lafayette,United States of America,Indiana,2,0,2,2,0,2,Terre Haute,Lafayette,0,0,0,0.0,Passenger,March,Wednesday,North America
1989-03-10,12:09:00,Air Ontario,1363,Fokker F-28 Fellowship 1000,C-FONF,11060,0,1980,"Dryden,  Ontario",Canada,,69,65,4,24,21,3,Dryden,Winnipeg,45,44,1,65.21739130434783,Passenger,March,Friday,North America
1989-02-28,06:33:00,Transfair,?,Douglas C-47A,C-FBZN,25290,0,1980,"Near Quebec City,  Quebec",Canada,,2,0,2,2,0,2,La Grande,Lac Bienville,0,0,0,0.0,Passenger,February,Tuesday,North America
1989-02-24,02:09:00,United Air Lines,811,Boeing B-747-122,N4713U,19875/89,0,1980,Honolulu,United States of America,Hawaii,356,338,18,9,9,0,Los Angeles - Honolulu - Auckland,Sydney,347,329,18,97.47191011235955,Passenger,February,Friday,North America
1989-02-19,06:36:00,Flying Tiger Line,66,Boeing 747-249F,N807FT,21828/408,0,1980,Near Kuala Lumpur,Malaysia,,4,0,4,4,0,4,Singapore,Kuala Lumpur,0,0,0,0.0,Passenger,February,Sunday,Asia
1989-02-08,14:08:00,Independent Air Inc.,1851,Boeing B-707-331B,N7231T,19572/687,0,1980,"Santa Maria,  Azores",Portugal,,144,137,7,144,137,7,Bergamo - Orio al Serio,Santa Maria,0,0,0,0.0,Passenger,February,Wednesday,Europe
1989-02-06,18:25:00,RAM,3132,Vickers 952F Vanguard,F-GEJE,730,0,1980,Marseille,France,,3,0,3,3,0,3,Marseille,Paris,0,0,0,0.0,Passenger,February,Monday,Europe
1989-02-03,07:41:00,Burma Airways,?,Fokker F-27 Friendship 600,XY-AEK,10325,0,1980,Rangoon,Myanmar,,29,25,4,26,23,3,Rangoon,Kentung,3,2,1,10.344827586206897,Passenger,February,Friday,Asia
1989-01-31,12:10:00,Military - U.S. Air Force,?,Boeing KC-135A,63-7990,18607/646,0,1980,Near Abilene,United States of America,Texas,19,12,7,19,12,7,Dyess AFB,Hawaii,0,0,0,0.0,Military,January,Tuesday,North America
1989-01-08,20:25:00,British Midland Airways,92,Boeing B-737-4Y0,G-OBME,23867/1603,0,1980,Leicestershire,United Kingdom,,126,118,8,47,47,0,London,Belfast,79,71,8,62.698412698412696,Passenger,January,Sunday,Europe
1988-12-21,19:03:00,Pan American World Airways,103,Boeing B-747-121A,N739PA,19646/15,11,1980,Lockerbie,United Kingdom,,259,243,16,259,243,16,London,New York City,0,0,0,0.0,Passenger,December,Wednesday,Europe
1988-12-14,21:50:00,GAS Air,?,Boeing B-707-321C,5N-AYJ,19168/508,5,1980,Near Luxor,Egypt,,8,5,3,8,5,3,Dar-es-Salaam,Cairo,0,0,0,0.0,Passenger,December,Wednesday,Africa
1988-12-11,,Military - Russian Air Force / Military - Russian Air Force,?,Ilyushin IL-76 / Mi-8 (helicopter),CCCP-86732,083413388,0,1980,"Leninakan,  Armenia",Russia,,83,74,9,77,68,9,,?,6,6,0,7.228915662650602,Military,December,Sunday,Europe
1988-12-10,20:00:00,Military - Afghan Republican Air Force,?,Antonov AN-32,?,?,0,1980,,Afghanistan,,25,,,25,,,Kabul,Khost,0,,,0.0,Military,December,Saturday,Asia
1988-12-08,,T & G Aviation,?,Douglas DC-7CF,N284,45203/776,0,1980,Bîr Mogreïn,Mauritania,,5,0,5,5,0,5,Dakar,Agadir,0,0,0,0.0,Passenger,December,Thursday,Africa
1988-12-07,19:33:00,Aeroflot,?,Let 410UVP,CCCP-67127,790323,0,1980,Kodinsk,Russia,,14,12,2,6,4,2,Krasnoyarsk,Kodinsk,8,8,0,57.14285714285714,Passenger,December,Wednesday,Europe
1988-11-30,07:20:00,Aero Club Libya,?,de Havilland Canada DHC-6 Twin Otter 300,5A-DDD,670,0,1980,Hamada al Hambra,Libya,,14,12,2,14,12,2,Hamada al Hambra,Tripoli,0,0,0,0.0,Passenger,November,Wednesday,Africa
1988-11-18,06:30:00,Air Littoral,440,Swearingen SA-226TC Metro II,F-GCPG,TC-334E,0,1980,Montluçon,France,,4,2,2,4,2,2,Montluçon,Paris,0,0,0,0.0,Passenger,November,Friday,Europe
1988-11-14,07:14:00,Wasa Wings,?,Embraer 110P1 Bandeirante,OH-EBA,110226,0,1980,Ilmajoki,Finland,,12,10,2,6,4,2,Helsink,Ilmajoki,6,6,0,50.0,Passenger,November,Monday,Europe
1988-11-02,,LOT Polish Airlines,703,Antonov AN-24B,SP-LTD,67302209,0,1980,Near Rzeszow,Poland,,29,25,4,1,1,0,Warszawa,Rzeszow,28,24,4,96.55172413793103,Passenger,November,Wednesday,Europe
1988-10-25,10:53:00,Aero Peru,?,Fokker F-28 Fellowship 1000,OB-R-1020,11059,0,1980,Juliaca,Peru,,69,65,4,12,11,1,Juliaca,Arequipa,57,54,3,82.6086956521739,Passenger,October,Tuesday,South America
1988-10-19,08:30:00,Vayudoot,?,Fokker F-27 Friendship 100,VT-DMC,10173,0,1980,Gauhati,India,,34,31,3,34,31,3,Silchar,Gauhati,0,0,0,0.0,Passenger,October,Wednesday,Asia
1988-10-17,00:30:00,Uganda Airlines,775,Boeing B-707-338C,5X-UBC,19630/746,0,1980,Rome,Italy,,52,45,7,33,26,7,London,Rome,19,19,0,36.53846153846153,Passenger,October,Monday,Europe
1988-10-11,14:20:00,Military - U.S. Air Force,?,Boeing KC-135A,60-0317,18092/431,0,1980,Wurtsmith AFB,United States of America,Michigan,17,0,17,6,0,6,Sawyer AFB,Wurtsmith AFB,11,0,11,64.70588235294117,Military,October,Tuesday,North America
1988-10-07,13:21:00,Shanxi Airlines,?,Ilyushin IL-14P,B-4218,6341406,2,1980,Linfen,China,,48,44,4,44,40,4,,Sightseeing,4,4,0,8.333333333333332,Passenger,October,Friday,Asia
1988-10-04,23:00:00,Aeroflot,?,Antonov 12BP,CCCP-11418,401712,0,1980,Near Batagay,Russia,,6,0,6,6,0,6,Tikis,Batagay,0,0,0,0.0,Passenger,October,Tuesday,Europe
1988-10-02,,Aramar,?,Beech King Air F90,PT-LJR,LA-093,0,1980,Sao Pedro da Aldeia,Brazil,,8,7,1,8,7,1,,?,0,0,0,0.0,Passenger,October,Sunday,South America
1988-09-19,20:30:00,Military - Afghan Republican Air Force,?,Antonov AN-26,?,?,0,1980,Near Miram,Pakistan,,34,,,34,,,,?,0,,,0.0,Military,September,Monday,Asia
1988-09-15,13:05:00,Ethiopian Airlines,604,Boeing B-737-230,ET-AJA,23914/1456,0,1980,Bahar Dar,Ethiopia,,104,98,6,35,35,0,Bahar Dar,Asmara,69,63,6,66.34615384615384,Passenger,September,Thursday,Africa
1988-09-12,14:30:00,TAME Ecuador,?,Lockheed L-188A Electra,HC-AZY,1052,0,1980,Lago Agrio,Ecuador,,7,1,6,7,1,6,Lago Agrio,Quito,0,0,0,0.0,Passenger,September,Monday,South America
1988-09-09,11:38:00,Hang Khong (Vietnam),831,Tupolev TU-134A,VN-A102,60925,0,1980,Bangkok,Thailand,,90,84,6,76,73,3,Hanoi,Bangkok,14,11,3,15.555555555555555,Passenger,September,Friday,Asia
1988-08-31,10:00:00,Transporte Aereo Federal,?,Embraer 110P1 Bandeirante,XC-COX,110-192,0,1980,Cerro de la Calera,Mexico,,20,18,2,20,18,2,Uruapan,Lazro,0,0,0,0.0,Passenger,August,Wednesday,North America
1988-08-26,23:20:00,Aeroflot,?,Let 410MU,CCCP-67235,770801,0,1980,Irkutsk,Russia,,4,2,2,4,2,2,Kirensk,Irkutsk,0,0,0,0.0,Passenger,August,Friday,Europe
1988-08-17,16:30:00,Military - Pakistan Air Force,?,Lockheed C-130B Hercules,23494,3708,0,1980,Bahawalpur,Pakistan,,30,,,30,,,Bahawalpur,Islamabad,0,,,0.0,Military,August,Wednesday,Asia
1988-08-15,,Military - Afghan Republican Air Force,?,Antonov AN-22,?,?,0,1980,,Afghanistan,,39,35,4,39,35,4,Kaboul,Kunduz,0,0,0,0.0,Military,August,Monday,Asia
1988-08-02,,Balkan Bulgarian Airlines,?,Yakovlev YAK-40,LZ-DOK,9620247,0,1980,Sofia,Bulgaria,,37,33,4,29,26,3,Sofia,Varna,8,7,1,21.62162162162162,Passenger,August,Tuesday,Europe
1988-07-21,,Angola Air Charter,?,Boeing 707-328C,D2-TOV,18881/436,0,1980,Near Lagos,Nigeria,,6,0,6,6,0,6,"Oostende, Belgium","Lagos, Nigeria",0,0,0,0.0,Passenger,July,Thursday,Africa
1988-07-20,19:25:00,TACA,?,Douglas C-118A,N33VX,44615/541,0,1980,Golden Meadow,United States of America,Louisiana,3,0,3,3,0,3,El Salvador,New Orleans,0,0,0,0.0,Passenger,July,Wednesday,North America
1988-07-06,16:00:00,Lineas Aéreas Suramericanas,?,Canadair CL-44J,HK-3148,39,0,1980,Barranquilla,Colombia,,8,0,8,8,0,8,Barranquilla,Miami,0,0,0,0.0,Passenger,July,Wednesday,South America
1988-07-03,10:55:00,Iran Air,655,Airbus A300B2-203,EP-IBU,186,0,1980,"Over the Persian Gulf,  near Bandar Abbas",Iran,,290,278,12,290,278,12,Bandar Abbas,Dubai,0,0,0,0.0,Passenger,July,Sunday,Asia
1988-06-26,14:45:00,Air France,296Q,Airbus A320-111,F-GFKC,009,0,1980,Habsheim,France,,136,130,6,3,3,0,Basel,Basel,133,127,6,97.79411764705883,Passenger,June,Sunday,Europe
1988-06-18,,Military - Mozambique Air Force,?,Mil Mi-8 (helicopter),?,?,0,1980,,Mozambique,,25,,,21,,,,?,4,,,16.0,Military,June,Saturday,Africa
1988-06-12,09:23:00,Austral Lineas Aeras (Argentina),?,McDonnell Douglas MD-81,N1003G,48050/989,0,1980,Posadas,Argentina,,22,16,6,22,16,6,Resistencia,Posadas,0,0,0,0.0,Passenger,June,Sunday,South America
1988-05-26,22:25:00,Starair,?,Fokker F-27 Friendship 600,OY-APE,10443,0,1980,Hannover,Germany,,2,0,2,2,0,2,Billund - Hannover,Nurnberg,0,0,0,0.0,Passenger,May,Thursday,Europe
1988-05-24,12:55:00,TACA,?,Boeing B-737-3T0,N75356,23838,0,1980,New Orleans,United States of America,Louisiana,45,38,7,0,0,0,"Belize City, Belize","New Orleans, LA",45,38,7,100.0,Passenger,May,Tuesday,North America
1988-05-06,22:29:00,Wideroe's Flyveselksap,710,de Havilland Canada DHC-7-102,LN-WFN,028,0,1980,Near Broennoysund,Norway,,36,33,3,36,33,3,Namsos,Bronnoysund,0,0,0,0.0,Passenger,May,Friday,Europe
1988-04-28,13:46:00,Aloha Airlines,243,Boeing B-737-297,N73711,20209,0,1980,Maui,United States of America,Hawaii,95,90,5,1,0,1,Hilo,Honolulu,94,90,4,98.94736842105263,Passenger,April,Thursday,North America
1988-04-27,,Military - Cuban Air Force,?,Antonov AN-26,14-27,7007,0,1980,Near Tchamulate,Angola,,29,26,3,29,26,3,,?,0,0,0,0.0,Military,April,Wednesday,Africa
1988-04-19,05:03:00,Aeroflot,?,Let 410UVP Turolet,CCCP67518,851422,0,1980,Bagdarin,Russia,,17,15,2,17,15,2,Muya,Bagdarin,0,0,0,0.0,Passenger,April,Tuesday,Europe
1988-04-12,20:09:00,United Airways,?,Douglas DC-3C,ZS-UAS,6154,0,1980,Near Hennenman,South Africa,,24,21,3,24,21,3,Bloemfontein,Johannesburg,0,0,0,0.0,Passenger,April,Tuesday,Africa
1988-04-10,15:10:00,Military - Afghan Republican Air Force,?,Antonov AN-26,?,?,0,1980,Near Mazâr-e Charif,Afghanistan,,29,26,3,29,26,3,Maimana,Mazar,0,0,0,0.0,Military,April,Sunday,Asia
1988-04-05,,Kuwait Airways,?,Boeing B-747-200,9K-ADA,21541,0,1980,Combi,Cyprus,,112,,,2,,,Bangkok,Kuwait,110,,,98.21428571428571,Passenger,April,Tuesday,Asia
1988-03-31,04:10:00,Arax Airlines,?,Douglas DC-8-55F,5N-ARH,45859/253,0,1980,Cairo,Egypt,,4,0,4,4,0,4,Cairo,Sharjah,0,0,0,0.0,Passenger,March,Thursday,Africa
1988-03-17,13:17:00,AVIANCA,410,Boeing B-727-21,HK-1716,18999/240,0,1980,"Near Cucuta,  N of Santander",Colombia,,143,136,7,143,136,7,Cucuta,Cartagena,0,0,0,0.0,Passenger,March,Thursday,South America
1988-03-08,21:45:00,Military - U.S. Army,?,Sikorsky UH-60A / Sikorsky UH-60A,8524462/8724605,?,0,1980,Near Clarksville,United States of America,Tennessee,17,,,17,,,,?,0,,,0.0,Military,March,Tuesday,North America
1988-03-04,06:37:00,Transport Arien Transregional,230,Fairchild FH-227B,F-GCPS,546,0,1980,Near Fontainebleau,France,,23,20,3,23,20,3,Nancy,Paris,0,0,0,0.0,Passenger,March,Friday,Europe
1988-03-01,17:28:00,Commercial Airways (Comair),206,Embraer 110P1 Bandeirante,ZS-LGP,110-402,0,1980,Near Johannesburg,South Africa,,17,15,2,17,15,2,Phalaborwa,Johannesburg,0,0,0,0.0,Passenger,March,Tuesday,Africa
1988-02-27,10:25:00,Talia Airways,?,Boeing B-727-2H9A,TC-AKD,20930/1044,0,1980,Near Ercan,Cyprus,,15,9,6,15,9,6,Istanbul,Ercan,0,0,0,0.0,Passenger,February,Saturday,Asia
1988-02-19,21:27:00,AV Air / American Eagle,3378,Swearingen SA227-AC,N622AV,AC-622,0,1980,Cary,United States of America,North Carolina,12,10,2,12,10,2,Raleigh,Richmond,0,0,0,0.0,Passenger,February,Friday,North America
1988-02-08,07:58:00,NFD - Nurnberger Flugdienst,108,Swearingen SA.227AC Metro III,D-CABB,AC-500,0,1980,Near Mulheim,Germany,,21,19,2,21,19,2,Hannover,Dusseldorf,0,0,0,0.0,Passenger,February,Monday,Europe
1988-02-01,,Military - Fuerza Aérea Panamena,?,CASA 212 Aviocar 200,FAP215,237,0,1980,,Panama,,16,14,2,16,14,2,,?,0,0,0,0.0,Military,February,Monday,North America
1988-01-24,16:49:00,Aeroflot,?,Yakovlev YAK-40,CCCP-87549,9531442,0,1980,Near Nizhnevartovsk,Russia,,31,27,4,27,23,4,Nizhnevartovsk,Tyumen,4,4,0,12.903225806451612,Passenger,January,Sunday,Europe
1988-01-19,,Taiwan Airlines,?,Britten-Norman BN-2A-26 Trislander,B-11125,2029,0,1980,Green Island,Taiwan,,11,10,1,10,9,1,Taitung,Lyudao,1,1,0,9.090909090909092,Passenger,January,Tuesday,Asia
1988-01-18,22:17:00,China Southwest Airlines,4146,Ilyushin IL-18D,B-222,187009901,0,1980,"Near Chungking,  Sichuan",China,,108,98,10,108,98,10,Beijing,Chongqing,0,0,0,0.0,Passenger,January,Monday,Asia
1988-01-02,19:20:00,Condor Flugdienst,3780,Boeing B-737-230A,D-ABHD,22635/774,0,1980,Izmir,Turkey,,16,11,5,16,11,5,Stuttgart,Izmir,0,0,0,0.0,Passenger,January,Saturday,Asia
1987-12-30,,Merpati Nasantara Airlines,?,de Havilland Canada DHC-6 Twin Otter 300,PK-NUY,459,0,1980,,Pacific Ocean,,17,14,3,17,14,3,Samarinda,Berau,0,0,0,0.0,Passenger,December,Wednesday,
1987-12-21,,Air Taxi - Petroleum Helicopters Inc.,?,Aerospatiale SA-330J,N3596N,1588,0,1980,,United States of America,,15,13,2,15,13,2,,?,0,0,0,0.0,Passenger,December,Monday,North America
1987-12-14,21:30:00,Military - Brazilian Air Force,?,Lockheed C-130H,FAB2468,4998,0,1980,Off Vila dos Remidos,Brazil,,29,23,6,29,23,6,Recife,Fernando de Noronha,0,0,0,0.0,Military,December,Monday,South America
1987-12-13,07:20:00,Philippine Air Lines,443,Shorts 360-300,EI-BTJ,SH-3719,0,1980,Near Iligan,Philippines,,15,11,4,15,11,4,Cebu,Iligan,0,0,0,0.0,Passenger,December,Sunday,Asia
1987-12-08,20:15:00,Peruvian Naval Aviation,?,Fokker F-27 Friendship 400M,AE-560,10548,0,1980,Off Lima,Peru,,43,37,6,42,37,5,Pucallpa,Lima,1,0,1,2.3255813953488373,Passenger,December,Tuesday,South America
1987-12-07,16:16:00,Pacific Southwest Airlines,1771,British Aerospace BAe-146-200A,N350PS,E-2027,0,1980,San Luis Obispo,United States of America,California,43,38,5,43,38,5,Los Angeles,San Fransisco,0,0,0,0.0,Passenger,December,Monday,North America
1987-12-03,16:00:00,Cooper Skybird Air Charters,?,Cessna 404 Titan,5Y-EJS,?,0,1980,Near Kishwati,Rwanda,,14,13,1,14,13,1,Goma,Nairobi,0,0,0,0.0,Passenger,December,Thursday,Africa
1987-11-29,11:30:00,Korean Airlines,858,Boeing B-707-3B5C,HL-7406,20522/855,0,1980,,Andaman Sea,,115,104,11,115,104,11,Abu Dhabi,Bangkok,0,0,0,0.0,Passenger,November,Sunday,
1987-11-28,04:00:00,South African Airways,295,Boeing B-747-244B Combi,ZS-SAS,22171/488,0,1980,Off Mauritius,Indian Ocean,,159,140,19,159,140,19,"Taipei, Taiwan - Mauritius","Johannesburg, South Africa",0,0,0,0.0,Passenger,November,Saturday,
1987-11-23,18:25:00,Ryan Air Services,103,Beechcraft 1900C,N401RA,UB-58,0,1980,Homer,United States of America,Alaska,21,19,2,18,16,2,Kodiak,Homer,3,3,0,14.285714285714285,Passenger,November,Monday,North America
1987-11-15,14:15:00,Continental Airlines,1713,McDonnell Douglas DC-9-14,N626TX,45726/36,0,1980,Denver,United States of America,Colorado,82,77,5,28,25,3,"Denver, CO","Boise, ID",54,52,2,65.85365853658537,Passenger,November,Sunday,North America
1987-11-06,08:30:00,Air Malawi,?,Shorts SC-7 Skyvan 3-100,7Q-YMB,SH-1971,0,1980,Ulongue,Malawi,,10,8,2,10,8,2,Blantyre,Lilongwe,0,0,0,0.0,Passenger,November,Friday,Africa
1987-10-20,08:15:00,Military - U.S. Air Force,?,A-7D Corsair,?,?,10,1980,Indianapolis,United States of America,Indiana,11,0,11,10,0,10,"Pittsburg, PA",Nellis AFB,1,0,1,9.090909090909092,Military,October,Tuesday,North America
1987-10-19,,MAP,?,Antonov An-12B,CCCP-12162,9346702,0,1980,Komsomolsk-on-Amur,Russia,,9,2,7,9,2,7,,?,0,0,0,0.0,Passenger,October,Monday,Europe
1987-10-15,18:28:00,Aero Transporti Italiani,460,Aerospatiale Alenia ATR-42-312,I-ATRH,046,0,1980,Mt. Crezzo,Italy,,37,34,3,37,34,3,Milan,Koln,0,0,0,0.0,Passenger,October,Thursday,Europe
1987-10-11,,Burma Airways,?,Fokker F-27 Friendship 500,XY-AEL,10689,0,1980,Near Pagan,Myanmar,,49,45,4,49,45,4,Rangoon - Nyaung,U,0,0,0,0.0,Passenger,October,Sunday,Asia
1987-09-21,09:05:00,EgyptAir,?,Airbus A.300B4-203,SU-BCA,115,0,1980,Luxor,Egypt,,5,0,5,5,0,5,,Training,0,0,0,0.0,Passenger,September,Monday,Africa
1987-09-13,,Aeroflot,?,Antonov AN-26,?,?,0,1980,Kunduz,Afghanistan,,15,13,2,15,13,2,Kaboul,Kunduz,0,0,0,0.0,Passenger,September,Sunday,Asia
1987-09-08,,Military - Brazilian Air Force,?,Hawker Siddeley HS-125-403B,FAB2129,25290,0,1980,Carajas,Brazil,,9,7,2,9,7,2,,?,0,0,0,0.0,Military,September,Tuesday,South America
1987-08-31,15:36:00,Thai Airways,365,Boeing B-737-2P5,HS-TBC,22267/685,0,1980,Off Ko Phuket,Thailand,,83,74,9,83,74,9,Hat Yai,Phuket,0,0,0,0.0,Passenger,August,Monday,Asia
