Date,Time,Operator,Flight_No,AC_Type,Registration,cn_ln,Ground,Decade,City,Country,US_State,Total_abroad,Passengers_abroad,Crew_abroad,Total_fatalities,Passengers_fatalities,Crew_fatalities,Source,Destination,Total_survivors,Passengers_survivors,Crew_survivors,Survival_rate,Type,Month,Day_of_week,Continent
1948-05-15,07:20:00,Mercury Aviation,?,Douglas DC-3-455,ZS-BWY,6341,0,1940,Vrede,South Africa,,13,8,5,13,8,5,Durban - Johannesburg,London,0,0,0,0.0,Passenger,May,Saturday,Africa
1948-05-13,11:00:00,Sabena,?,Douglas DC-4-1009,OO-CBE,42932,0,1940,Near Magazini,Belgian Congo,,32,25,7,31,24,7,Leopoldville,Libenga,1,1,0,3.125,Passenger,May,Thursday,
1948-04-24,09:30:00,Aeroflot,?,Lisnov Li-2,CCCP-L4460,3704,0,1940,,Russia,,29,25,4,28,24,4,Kirensk,Badaybo,1,1,0,3.4482758620689653,Passenger,April,Saturday,Europe
1948-04-18,09:20:00,New Guinea Air Traders,?,Lockheed Hudson IIIA,VH-ALA,4146460,0,1940,,New Guinea,,37,33,4,37,33,4,Lae,Bulolo,0,0,0,0.0,Passenger,April,Sunday,
1948-04-15,02:35:00,Pan American World Airways,1-10,Lockheed L-049-46 Constellation,NC-88858,2058,0,1940,Shannon,Ireland,,31,21,10,30,20,10,Belgium,Shannon,1,1,0,3.225806451612903,Passenger,April,Thursday,Europe
1948-04-10,08:33:00,Air France,?,Douglas DC-4,F-BBDC,42935,0,1940,Kano,Nigeria,,6,0,6,1,0,1,Lagos - Kano - Algiers,Paris,5,0,5,83.33333333333334,Passenger,April,Saturday,Africa
1948-04-05,14:30:00,British European Airways / Military - Soviet Air Force,?,Vickers Viking 1B & Soviet YAK-3 fighter,G-AIVP,229,0,1940,Near Berlin,Germany,,14,10,4,14,10,4,London,Berlin,0,0,0,0.0,Military,April,Monday,Europe
1948-03-27,07:30:00,Indian National Airlines,?,Vickers 604 Viking 1B,VT-CEL,166,0,1940,"Monte Cardo,  Corsica",France,,19,15,4,19,15,4,Delhi - Rome,London,0,0,0,0.0,Passenger,March,Saturday,Europe
1948-03-15,,Agencia Interamericana de Aviada,?,Douglas DC-3 (C47-DL),C-1002,6252,0,1940,Villa Pinzon,Colombia,,14,10,4,14,10,4,El Secreto,Bogota,0,0,0,0.0,Passenger,March,Monday,South America
1948-03-13,,Cruzeiro,?,Douglas DC-3,PP-CBX,11658,0,1940,Sierra Cristais,Brazil,,6,3,3,6,3,3,,?,0,0,0,0.0,Passenger,March,Saturday,South America
1948-03-12,21:14:00,Northwest Orient Airlines,4422,Douglas DC-4 (C-54G-1-DO),NC95422,35966/DO360,0,1940,Mt. Sanford,United States of America,Alaska,30,24,6,30,24,6,Anchorage,New York City,0,0,0,0.0,Passenger,March,Friday,North America
1948-03-10,22:58:00,Delta Air Lines,700,Douglas DC-4,NC37478,18390,0,1940,Chicago,United States of America,Illinois,13,9,4,12,8,4,Chicago,Miami,1,1,0,7.6923076923076925,Passenger,March,Wednesday,North America
1948-03-07,,Loftleidir Icelandic Airlines,?,Avro Anson,TF-RVL,4185,0,1940,Near Skalafell,Iceland,,4,2,2,4,2,2,Vestmannaeyjar,Reykjavik,0,0,0,0.0,Passenger,March,Sunday,Europe
1948-03-02,21:14:00,Sabena,?,Douglas DC-3,OO-AWH,43154,0,1940,"Heathrow Airport,  London",United Kingdom,,22,19,3,20,17,3,Brussels,London,2,2,0,9.090909090909092,Passenger,March,Tuesday,Europe
1948-02-27,,Military - Brazilian Air Force,?,Douglas C-47,2040,20048,0,1940,Near Belem,Brazil,,26,20,6,23,17,6,Rio de Janeiro - Bele,Cayenne,3,3,0,11.538461538461538,Military,February,Friday,South America
1948-02-25,06:00:00,Bruning Aviation,?,Douglas C-47A,NC36498,12527,0,1940,Columbus,United States of America,Ohio,2,0,2,2,0,2,"Pittsburgh, PA","Columbus, OH",0,0,0,0.0,Passenger,February,Wednesday,North America
1948-02-23,,Commercial Airways,?,Douglas DC-3,PI-C262,?,0,1940,Davao,Philippines,,12,9,3,12,9,3,,?,0,0,0,0.0,Passenger,February,Monday,Asia
1948-02-21,14:00:00,Latecoere Airlines,?,Latecoere 631 (flying boat),F-BDRD,07,0,1940,Off St. Marcouf,France,,14,7,7,14,7,7,,?,0,0,0,0.0,Passenger,February,Saturday,Europe
1948-02-20,13:40:00,Società Aerea Teseo,?,Douglas C-47-DL,I-REGI,4312,0,1940,Collesalvetti,Italy,,10,7,3,7,4,3,Florence - Pisa,Rome,3,3,0,30.0,Passenger,February,Friday,Europe
1948-02-12,13:25:00,Det Danske Luftfartselskab,?,Douglas DC-3,OY-DCI,7330,0,1940,Ubrichstein,Germany,,21,17,4,12,8,4,Giessen,Bad Homberg,9,9,0,42.857142857142854,Passenger,February,Thursday,Europe
1948-02-10,16:30:00,KLM Royal Dutch Airlines,?,Douglas DC-3,PK-REA,16380/33128,0,1940,Near Padalarang,Indonesia,,19,15,4,19,15,4,Bandung - Jakarta - Banjoemans,Semarang,0,0,0,0.0,Passenger,February,Tuesday,Asia
1948-02-07,13:27:00,Eastern Air Lines,611,Lockheed L-649 Constellation,NC112A,2533,0,1940,Off Jacksonville,United States of America,Florida,69,63,6,1,0,1,Boston- NY-West Palm Beach,Miami,68,63,5,98.55072463768117,Passenger,February,Saturday,North America
1948-01-30,03:00:00,British South American Airways,?,Avro 688 Tudor I,G-AHNP,1349,0,1940,Atlantic Ocean,Bermuda,,31,25,6,31,25,6,London,Havana,0,0,0,0.0,Passenger,January,Friday,North America
1948-01-28,10:50:00,Airline Transport Carriers,?,Douglas DC-3 (C-47B-DK),NC36480,16850/33598,0,1940,Diablo Mts.,United States of America,California,32,29,3,32,29,3,Burbank,Oakland,0,0,0,0.0,Passenger,January,Wednesday,North America
1948-01-20,,China National Aviation Corporation,?,Curtiss C-46,?,?,0,1940,Near Mukden,China,,54,51,3,11,11,0,,?,43,40,3,79.62962962962963,Passenger,January,Tuesday,Asia
1948-01-13,04:36:00,Eastern Air Lines,572,Douglas DC-3-201F,NC28384,4092,0,1940,Oxon Hill,United States of America,Maryland,9,6,3,5,3,2,Atlanta,Washington D.C.,4,3,1,44.44444444444444,Passenger,January,Tuesday,North America
1948-01-11,,Dominicana,?,Douglas DC-3,HI-6,4735,0,1940,Ciudad Havajillo,Dominican Republic,,32,29,3,32,29,3,Santa Cruz de Barahona,Santiago de los Caballeros,0,0,0,0.0,Passenger,January,Sunday,North America
1948-01-08,,Transport Comp. Algerienne de T.A.,?,Douglas DC-3,F-BDLG,0275,0,1940,Near Palestro,Algeria,,9,7,2,9,7,2,Algiers,Biskra,0,0,0,0.0,Passenger,January,Thursday,Africa
1948-01-07,07:45:00,Coastal Air Lines,?,Douglas DC-3,N60331,12968,0,1940,Near Savannah,United States of America,Georgia,27,25,2,18,17,1,Charlston,Savannah,9,8,1,33.33333333333333,Passenger,January,Wednesday,North America
1948-01-06,,British European Airways,?,Vickers 610 Viking 1B,G-AHPK,148,0,1940,Ruislip,United Kingdom,,18,14,4,1,0,1,Renfrew,Northolt,17,14,3,94.44444444444444,Passenger,January,Tuesday,Europe
1947-12-28,,Servicio Aéreo Panini,?,Douglas DC-2-172,XA-GEE,1408,3,1940,Leon,Mexico,,10,7,3,5,3,2,Dorango - Leon,Mexico City,5,4,1,50.0,Passenger,December,Sunday,North America
1947-12-27,,Air India,?,Douglas DC-3 (C-47),VT-AUG,4175,0,1940,Korangi Creek,India,,23,19,4,23,19,4,Karachi,Bombay,0,0,0,0.0,Passenger,December,Saturday,Asia
1947-12-23,,Air Transport,?,Short S-29 Stirling V,OO-XAC,?,0,1940,Kunming,China,,30,,,25,,,,?,5,,,16.666666666666664,Passenger,December,Tuesday,Asia
1947-12-18,09:30:00,Aeroflot,6,Ilyushin IL-12,CCCP-L1343,30 049,0,1940,Krasnoyarsk,Russia,,25,20,5,9,3,4,Krasnoyarsk,Omsk,16,17,1,64.0,Passenger,December,Thursday,Europe
1947-12-11,18:10:00,Military - U.S. Air Force,?,Douglas C-47-DK,44-76366,15950/32698,0,1940,Near Memphis,United States of America,Tennessee,20,16,4,20,16,4,El Paso,Memphis,0,0,0,0.0,Military,December,Thursday,North America
1947-12-10,00:20:00,Military - U.S. Air Force,?,Douglas C-54D-DC (DC-4),42-72572,10677,0,1940,Near Goose Bay,Labrador,,29,25,4,23,22,1,Goose Bay,"Westover Field, MS",6,3,3,20.689655172413794,Military,December,Wednesday,
1947-11-30,14:25:00,Alaska Airlines,009,Douglas C-54A,NC-91009,7453,1,1940,Seattle,United States of America,Washington,28,25,3,8,7,1,Anchorage,Seattle,20,18,2,71.42857142857143,Passenger,November,Sunday,North America
1947-11-28,14:10:00,Military - U.S. Air Force,?,Douglas C-47B,43-48736,14552/25997,0,1940,Near Trappa,Italy,,20,15,5,20,15,5,,?,0,0,0,0.0,Military,November,Friday,Europe
1947-11-27,04:20:00,JAT Yugoslav Airlines,?,Lisunov LI-2,YU-BAD,184 270 09,0,1940,Montenegrin Mountains,Yugoslavia,,22,19,3,22,19,3,Zagreb,Titograd,0,0,0,0.0,Passenger,November,Thursday,
1947-11-21,18:00:00,TARS,?,Lisunov Li-2,YR-TAI,18423509,0,1940,Phouznicie,Romania,,26,21,5,13,8,5,Bucurest,Prague,13,13,0,50.0,Passenger,November,Friday,Europe
1947-11-18,15:00:00,Trafik-Turist-Transportflyg,?,Bristol 170 Freighter XI,SE-BNG,12792,0,1940,Ravello,Italy,,25,21,4,20,16,4,Catania,Rome,5,5,0,20.0,Passenger,November,Tuesday,Europe
1947-11-13,,Société Auxiliare de Navigation Aérienne,?,Junkers Ju-52/3m,F-BDYH,AAC401,0,1940,Near Bouchox,France,,2,0,2,2,0,2,,?,0,0,0,0.0,Passenger,November,Thursday,Europe
1947-11-11,,American Airlines,10,Douglas DC-6,NC90741,43046/92,0,1940,Gallup,United States of America,New Mexico,25,21,4,0,,,San Francisco - Chicago,New York,25,,,100.0,Passenger,November,Tuesday,North America
1947-11-02,,Philippine Air Express,?,Douglas DC-3,?,?,0,1940,Off Barrio Rizal,Philippines,,5,3,2,5,3,2,,?,0,0,0,0.0,Passenger,November,Sunday,Asia
1947-10-31,,Military - Royal Indian Air Force,?,Douglas C-47B,M965,12819,0,1940,Near Srinagar,India,,25,22,3,25,22,3,,?,0,0,0,0.0,Military,October,Friday,Asia
1947-10-26,13:45:00,Pan American World Airways,923,Douglas DC-4A,NC88920,10317,0,1940,Annette Island,United States of America,Alaska,18,13,5,18,13,5,Seattle,Juneau,0,0,0,0.0,Passenger,October,Sunday,North America
1947-10-24,12:29:00,United Air Lines,608,Douglas DC-6,NC37510,42875/17,0,1940,Bryce Canyon,United States of America,Utah,53,48,5,53,48,5,Los Angeles,New York City,0,0,0,0.0,Passenger,October,Friday,North America
1947-10-16,,Stratofreight,?,Douglas DC-3,?,?,0,1940,Sylva,United States of America,North Carolina,3,1,2,3,1,2,"Charlotte, NC","Gainsville, GA",0,0,0,0.0,Passenger,October,Thursday,North America
1947-10-14,10:04:00,American International Airways,?,Boeing 314A,NC18612,2086,0,1940,Ocean,Canada,,69,62,7,0,0,0,"Foynes, Ireland - Botwood, Newfoundland",New York,69,62,7,100.0,Passenger,October,Tuesday,North America
1947-10-08,07:55:00,American Airlines,311,Douglas DC-4,NC90432,10314/DC45,0,1940,Near El Paso,United States of America,Texas,54,49,5,0,0,0,New York City - Dallas,Los Angeles,54,49,5,100.0,Passenger,October,Wednesday,North America
1947-08-28,09:00:00,Norwegian Airlines,?,Short Sandringham (flying boat),LN-IAV,SH-48C,0,1940,Harsiad,Norway,,35,27,8,35,27,8,Tromso,Oslo,0,0,0,0.0,Passenger,August,Thursday,Europe
1947-08-23,04:00:00,British Overseas Airways,?,Short Sandringham 5 (flying boat),G-AHZB,SH-38C,0,1940,Bahrain,Persian Gulf,,26,18,8,10,7,3,Karachi,Bahrain,16,11,5,61.53846153846154,Passenger,August,Saturday,
1947-08-21,06:11:00,Slick Airways,?,Curtiss C-46E,NC59488,2935,0,1940,Hanksville,United States of America,Utah,3,1,2,3,1,2,,?,0,0,0,0.0,Passenger,August,Thursday,North America
1947-08-13,,Transporturile Aeriene Romano-Sovietice,?,Lisunov Li-2,YR-TAV,18423801,0,1940,Bucharest,Romania,,8,5,3,3,3,0,Constanta,Bucharest,5,2,3,62.5,Passenger,August,Wednesday,Europe
1947-08-09,,AB Aerotransport,?,Douglas DC-3F,SE-BAY,19559,0,1940,Malmo,Sweden,,5,0,5,1,0,1,Amsterdam,Malmo,4,0,4,80.0,Passenger,August,Saturday,Europe
1947-08-08,18:49:00,American Airlines,?,Douglas DC-3C,NX88787,19639,0,1940,New York,United States of America,New York,5,3,2,3,1,2,New York,Buffalo,2,2,0,40.0,Passenger,August,Friday,North America
1947-08-06,,Military - U.S. Navy,?,Consolidated PBY-5A Catalina,34032,?,0,1940,,Pacific Ocean,,20,15,5,20,15,5,Kodiak,Dutch Harbor,0,0,0,0.0,Military,August,Wednesday,
1947-08-02,17:40:00,British South American Airways,?,Avro 691 Lancastrian 3,G-AGWH,1280,0,1940,Andes,Argentina,,11,6,5,11,6,5,Buenos Aires,Santiago,0,0,0,0.0,Passenger,August,Saturday,South America
1947-07-31,,Military - Chinese Air Force,?,Douglas C-47,?,?,0,1940,Near Yumen,China,,26,22,4,26,22,4,Tihua,Lanzhou,0,0,0,0.0,Military,July,Thursday,Asia
1947-07-25,,Flota Aérea Mercante Argentina,?,Avro 685 York I,LV-XIH,1366,2,1940,Moron,Argentina,,6,0,6,2,0,2,,Test flight,4,0,4,66.66666666666666,Passenger,July,Friday,South America
1947-07-16,22:40:00,British Overseas Airways,?,Avro 685 York,G-AGMR,1219,0,1940,Az-Zubair,Iran,,6,0,6,6,0,6,Cairo,Basrah,0,0,0,0.0,Passenger,July,Wednesday,Asia
1947-07-15,,Aero Cargo,?,Junkers Ju-52/3m,F-BCHH,AAC323,0,1940,Vichy ,France,,19,,,1,,,Paris,Vichy,18,,,94.73684210526315,Passenger,July,Tuesday,Europe
1947-07-13,04:30:00,Burke Air Transport,?,Douglas DC-3,NC79024,9887,0,1940,Melbourne,United States of America,Florida,36,33,3,14,12,2,Newark,Miami,22,21,1,61.111111111111114,Passenger,July,Sunday,North America
1947-07-01,,Air France,?,Junkers JU-52/3m,F-BALF,091,0,1940,Near Eaeka,French Cameroons,,13,10,3,13,10,3,Bangu i- Yaoundé,Douala,0,0,0,0.0,Passenger,July,Tuesday,
1947-06-21,,Aeroflot,?,Li-2,CCCP-L4138,?,0,1940,Black Sea,Ukraine,,29,25,4,8,6,2,,?,21,19,2,72.41379310344827,Passenger,June,Saturday,Europe
1947-06-19,23:40:00,Pan American World Airways,121,Lockheed 049-46-21 Constellation,NC88845,2045,0,1940,Al Mayadin,Syria,,36,27,9,14,7,7,Karachi,Istanbul,22,20,2,61.111111111111114,Passenger,June,Thursday,Asia
1947-06-13,18:16:00,Pennsylvania Central Airlines,410,Douglas DC-4 (C-54-DO),NC88842,3112,0,1940,Leesburg,United States of America,Virginia,50,47,3,50,47,3,Pittsburgh,Washington D.C.,0,0,0,0.0,Passenger,June,Friday,North America
1947-06-11,23:07:00,Flota Aérea Mercante Argentina,?,Avro 691 Lancastrian,LV-ACS,?,0,1940,Near Natal,Brazil,,18,13,5,5,3,2,Buenos Aires - Natal,London,13,10,3,72.22222222222221,Passenger,June,Wednesday,South America
1947-06-04,23:00:00,Air France,?,Junkers Ju-52,F-BANB,AAC136,0,1940,Near Gemenos,France,,2,0,2,2,0,2,Marseille,Lyon,0,0,0,0.0,Passenger,June,Wednesday,Europe
1947-05-30,17:41:00,Eastern Air Lines,605,Douglas C-54B-15-DO,NC88814,18380,0,1940,Port Deposit,United States of America,Maryland,53,49,4,53,49,4,Newark - Baltimore,Miami,0,0,0,0.0,Passenger,May,Friday,North America
1947-05-29,12:48:00,Flugefelag,?,Douglas DC-3,TF-ISI,13389,0,1940,Hjedinsfjordur,Iceland,,25,21,4,25,21,4,Reykjavík,Akureyri,0,0,0,0.0,Passenger,May,Thursday,Europe
1947-05-16,16:25:00,Aeroflot,?,Douglas DC-47,CCCP-L1048,11936,0,1940,Near Khabarovsk,Russia,,22,17,5,22,17,5,Nikolayevsk-on-Amur,Khabarovsk,0,0,0,0.0,Passenger,May,Friday,Europe
1947-05-11,09:39:00,Trans Continental and Western Air,?,Lockheed L-049 Constellation,NC86508,2029,0,1940,Delaware Bay,United States of America,New Jersey,4,0,4,4,0,4,,Training,0,0,0,0.0,Passenger,May,Sunday,North America
1947-05-04,,TACA,?,Lockheed 18 Loadstar,TI-84,18-2374,0,1940,"Near Nicoya,  Guanacaste",Costa Rica,,11,9,2,11,9,2,Nicoya,San Jose,0,0,0,0.0,Passenger,May,Sunday,North America
1947-04-28,23:13:00,Trans Canada Air Lines,3,Lockheed 18 Loadstar,CF-TDF,18-2248,0,1940,"Near Vancouver,  British Columbia",Canada,,15,12,3,15,12,3,Lethbridge,Vancouver,0,0,0,0.0,Passenger,April,Monday,North America
1947-04-22,10:40:00,Delta Air Lines,?,Douglas DC-3 (C-47DL) /Vultee BT-13,N49657 / N55312,9066,0,1940,Columbus,United States of America,Georgia,10,8,2,10,8,2,Macon,Columbus,0,0,0,0.0,Passenger,April,Tuesday,North America
1947-04-13,02:40:00,British South American Airways,?,Avro 685 York I,G-AHEZ,1303,0,1940,Off Dakar,Senegal,,15,9,6,6,6,0,Lisbon,Dakar,9,3,6,60.0,Passenger,April,Sunday,Africa
1947-04-08,10:30:00,Linea Aeropostal Venezolana,?,Douglas C-47A,YV-C-ALO,?,0,1940,Near Caracas,Venezuela,,27,24,3,27,24,3,Cumana,Caracas,0,0,0,0.0,Passenger,April,Tuesday,South America
1947-03-18,,Military - Royal Air Force,?,Avro York C1,MW198,MW198,0,1940,Negombo,Sri Lanka,,15,9,6,11,7,4,Negombo,Northolt,4,2,2,26.666666666666668,Military,March,Tuesday,Asia
1947-03-17,08:05:00,TACA,?,Lockheed 18 Lodestar,YS-28,2450,0,1940,Near Medellin,Colombia,,8,5,3,8,5,3,"Medellin, Colombia","San Jose, Costa Rica",0,0,0,0.0,Passenger,March,Monday,South America
1947-03-14,15:30:00,Air France,?,Douglas DC-3 (C-47A-90-DL),F-BAXO,20488,0,1940,Mt. Moucherolles,France,,23,18,5,23,18,5,Lyons - Nice,Paris,0,0,0,0.0,Passenger,March,Friday,Europe
1947-03-08,14:59:00,VIARCO,?,Douglas C-47-DL,C-400,4792,0,1940,Cordillera,Colombia,,9,5,4,9,5,4,Villavicencio,Bogota,0,0,0,0.0,Passenger,March,Saturday,South America
1947-03-05,09:53:00,Aeroflot,?,Doublas C-47,CCCP-L952,14874/26319,0,1940,Near Georgia,Russia,,23,19,4,23,19,4,Tbilisi - Moscow,Vnoukovo,0,0,0,0.0,Passenger,March,Wednesday,Europe
1947-02-26,,Military - Royal Air Force,?,Douglas C-47B,KK120,15129/26574,0,1940,China Sea,Pacific Ocean,,12,9,3,12,9,3,Singapore,Siagon,0,0,0,0.0,Military,February,Wednesday,
1947-02-21,16:00:00,Military - Chinese Air Force,?,Douglas C-47,?,?,0,1940,Chungking,China,,21,17,4,21,17,,Sichang,Chungking,0,0,,0.0,Military,February,Friday,Asia
1947-02-15,09:30:00,Military - Corrieri Aerei Militari,?,Savoia-Marchetti SM-95,I-ABQH,41003,0,1940,Off Terracina,Italy,,16,10,6,16,10,6,Rome,Cairo,0,0,0,0.0,Military,February,Saturday,Europe
1947-02-14,04:20:00,Slick Airways,?,Curtiss C-46E,NC59486,2944,0,1940,Denver,United States of America,Colorado,2,0,2,2,0,2,"Omaha, NE","Denver, CO",0,0,0,0.0,Passenger,February,Friday,North America
1947-02-06,17:00:00,Aerovias Cuba International,?,Douglas C-54B-15-DO,NC44567,18386,0,1940,Pedro Bernardo,Spain,,11,8,3,11,8,2,Havana - Lisbon,Madrid,0,0,1,0.0,Passenger,February,Thursday,Europe
1947-02-05,,International Air Freight,?,Douglas DC-3,NC54451,13873/25318,0,1940,Harrington,United States of America,Delaware,3,0,3,1,0,1,"New York, NY","Raleigh, NC",2,0,2,66.66666666666666,Passenger,February,Wednesday,North America
1947-02-01,18:45:00,Air France,?,Douglas DC-3C,F-BAXQ,13806/25251,0,1940,Near Lisbon,Portugal,,20,15,5,19,14,5,Paris - Bordeaux,Lisbon,1,1,0,5.0,Passenger,February,Saturday,Europe
1947-01-28,12:00:00,China National Aviation Corporation,?,Curtiss C-46,?,?,0,1940,Near Hankow,China,,26,24,2,25,23,2,Shanghai - Hankow,Chungking,1,1,0,3.8461538461538463,Passenger,January,Tuesday,Asia
1947-01-26,15:30:00,KLM Royal Dutch Airlines,?,Douglas C- C47A-30DK,PH-TCR,25479,0,1940,Copenhagen,Denmark,,22,18,4,22,18,4,Kobenhavn,Stockholm,0,0,0,0.0,Passenger,January,Sunday,Europe
1947-01-25,,Philippine Air Lines,?,Douglas C-47A,PI-C12,13508,0,1940,,Hong Kong,,4,0,4,4,0,4,,?,0,0,0,0.0,Passenger,January,Saturday,Asia
1947-01-22,,AVIANCA,?,Douglas DC-3 ( C-47-DO),C-108,4829,0,1940,Puesto Araujo,Colombia,,17,13,4,17,13,4,Bogota,Barrancabermeja,0,0,0,0.0,Passenger,January,Wednesday,South America
1947-01-14,09:00:00,Military - Mexican Air Force,?,Lockheed C-60 Lodestar,60-03,182607,0,1940,Near Puebla,Mexico,,21,17,4,21,17,4,Puebla,Oaxaca,0,0,0,0.0,Military,January,Tuesday,North America
1947-01-12,01:38:00,Eastern Air Lines,665,Douglas DC-3,NC88872,3274,0,1940,Near Galax,United States of America,Virginia,19,16,3,18,15,3,"Akron, OH","Winston/Salem, NC",1,1,0,5.263157894736842,Passenger,January,Sunday,North America
1947-01-11,,Far Eastern Air Transport,?,Douglas DC-4 (C-54A-DO),PI-C100,3106,0,1940,Off Laoag,China,,42,37,5,7,7,0,Shanghai,Manila,35,30,5,83.33333333333334,Passenger,January,Saturday,Asia
1947-01-05,20:00:00,Nationwide Air Transport,?,Douglas DC-3,N50046,34373,0,1940,Carmel,United States of America,New Jersey,23,20,3,3,2,1,Miami - Raleigh,Washington,20,18,2,86.95652173913044,Passenger,January,Sunday,North America
1947-01-03,,Panair do Brasil,?,Sikorsky S-43B (flying boat),PP-PBN,4315,0,1940,Sao Paulo,Brazil,,14,11,3,11,8,3,,?,3,3,0,21.428571428571427,Passenger,January,Friday,South America
1946-12-28,09:19:00,American Airlines,2207,Douglas DC-3 (C-50A-DO),N15577,4805,0,1940,Michigan City,United States of America,Indiana,21,18,3,2,0,2,Buffalo,Chicago,19,18,1,90.47619047619048,Passenger,December,Saturday,North America
1946-12-25,17:45:00,CATA,48,Douglas C-47,?,?,5,1940,Shanghai,China,,11,7,4,11,7,4,Chunking,Shanghai,0,0,0,0.0,Passenger,December,Wednesday,Asia
1946-12-24,19:19:00,Western Airlines,44,Douglas DC-3 ( C-53D-DO),NC45395,42-68715,0,1940,Near San Diego,United States of America,California,12,9,3,12,9,3,Holtville,San Diego,0,0,0,0.0,Passenger,December,Tuesday,North America
1946-12-23,14:30:00,FAMA (Argentina),?,Avro 685 York I,LV-XIG,1365,0,1940,Near Rio de Janeiro,Brazil,,21,15,6,21,15,6,London,Buenos Aires.,0,0,0,0.0,Passenger,December,Monday,South America
1946-12-17,,Winged Cargo Inc.,?,Douglas C-47A,NC88876,9249,0,1940,Caribbean,Atlantic Ocean,,7,5,2,7,5,2,"Kingston, Jamaca",San Jose,0,0,0,0.0,Passenger,December,Tuesday,
1946-12-14,,Far Eastern Air Transport,?,Douglas DC-3 (C-47-B-1-DK),PI-C-1,25436/13991,0,1940,Mt. Banahaur,Philippines,,14,10,4,12,9,3,Grace Park AF,Lucena,2,1,1,14.285714285714285,Passenger,December,Saturday,Asia
1946-12-10,,Military - U.S. Marine Corps,?,Curtiss-Wright R5C-1,39528,?,0,1940,Toledo,United States of America,Washington,32,29,3,32,29,3,"Miramar NAS, California","Sand Point NB, Seattle",0,0,0,0.0,Military,December,Tuesday,North America
1946-12-04,,Aeroflot,?,Lisunov Li-2,?,?,0,1940,Meshed,Iran,,24,,,24,,,Meshed,Teheran,0,,,0.0,Passenger,December,Wednesday,Asia
1946-11-30,,Fuerza Aérea Argentina,?,Vickers 620 Viking 1,T-1,113,0,1940,El Palomar,Argentina,,18,15,3,5,2,3,,?,13,13,0,72.22222222222221,Passenger,November,Saturday,South America
1946-11-26,10:30:00,Lineas Aéreas Costarricenses LACSA,?,Douglas DC-3 (C-47A-90-DL),RX-76,20590,0,1940,San Jose,Costa Rica,,22,20,2,22,20,2,,?,0,0,0,0.0,Passenger,November,Tuesday,North America
1946-11-16,23:30:00,Military - U.S. Army Air Forces,?,Douglas C-47,?,?,0,1940,,Pacific Ocean,,23,15,8,23,15,8,Guam,Iwo Jima,0,0,0,0.0,Military,November,Saturday,
1946-11-14,20:15:00,KLM Royal Dutch Airlines,?,Douglas C-47A-90 DL (DC-3),PH-TBW,20122,0,1940,Amsterdam,Netherlands,,26,21,5,26,21,5,London,Amsterdam,0,0,0,0.0,Passenger,November,Thursday,Europe
1946-11-13,08:18:00,Empressa Commun. Aéreas de Veracruz,?,Douglas DC-3,XA-FOZ,?,0,1940,Near Cofre de Perote,Mexico,,15,12,3,15,12,3,Mexico City,Veracruz,0,0,0,0.0,Passenger,November,Wednesday,North America
1946-11-11,03:30:00,United Air Lines,404,Douglas DC-3 (C-53D-DO),N19947,4873,0,1940,Cleveland,United States of America,Ohio,20,17,3,2,0,2,Chicago,Cleveland,18,17,1,90.0,Passenger,November,Monday,North America
1946-11-05,18:30:00,Aeroflot,?,Douglas C-47,SSSR-L946,?,,1940,Near Moscow,Russia,,26,,,13,,,"Riga, Latvia",Moscow,13,,,50.0,Passenger,November,Tuesday,Europe
1946-11-01,,CTA Languedoc Roussillon,?,AAC-1 Toucan,F-BCAD,284,0,1940,St Leger-la-Montagne,France,,27,24,3,23,20,3,Paris - Toulouse,Casablanca,4,4,0,14.814814814814813,Passenger,November,Friday,Europe
1946-10-23,,Socotra,?,Junkers JU-52/3m,F-BCHD,AAC311,0,1940,Gebel Kalamoun,Egypt,,24,22,2,1,1,0,Paris,Cairo,23,21,2,95.83333333333334,Passenger,October,Wednesday,Africa
1946-10-17,,Military - Royal Air Force,?,Douglas C-47B,KN236,15659/27104,0,1940,Near Chitral,India,,11,,,11,,,,?,0,,,0.0,Military,October,Thursday,Asia
1946-10-10,20:00:00,Air Ocean,?,Junkers Ju-52/3m,F-BCAA,AAC281,0,1940,Near Sefrou,Morocco,,16,11,5,16,11,5,Paris,Casablanca,0,0,0,0.0,Passenger,October,Thursday,Africa
1946-10-08,04:33:00,United Air Lines,28,Douglas DC-4,N30051,10471,0,1940,Cheyenne,United States of America,Wyoming,41,37,4,2,2,0,San Francisco - Cheyenne,Chicago,39,35,4,95.1219512195122,Passenger,October,Tuesday,North America
1946-10-07,11:20:00,Military - Royal Netherlands Naval Air Service,?,Fairey Firefly MK1,PP526,?,22,1940,Apeldoorn,Netherlands,,1,0,1,1,0,1,,?,0,0,0,0.0,Military,October,Monday,Europe
1946-10-06,07:30:00,Military -Royal Air Force,?,Avro 685 York 1,MW125,?,0,1940,Off Penang,Malaya,,21,15,6,21,15,6,,?,0,0,0,0.0,Military,October,Sunday,
1946-10-03,03:30:00,American Overseas Airlines,?,Douglas C-54E-5-DO,NC90904,27290,0,1940,Stephenville,Canada,,39,31,8,39,31,8,Gander,Shannon,0,0,0,0.0,Passenger,October,Thursday,North America
